State,County,percent
South Carolina,Marion County,39.9
South Carolina,Marlboro County,39.2
South Carolina,Newberry County,35.5
South Carolina,Oconee County,28
South Carolina,Orangeburg County,41.9
South Carolina,Pickens County,30.2
South Carolina,Richland County,32.6
South Carolina,Saluda County,35.6
South Carolina,Spartanburg County,30.5
South Carolina,Sumter County,34.4
South Carolina,Union County,36.9
South Carolina,Williamsburg County,42.5
South Carolina,York County,29.4
South Dakota,Aurora County,28
South Dakota,Beadle County,32
South Dakota,Bennett County,36.6
South Dakota,Bon Homme County,29.6
South Dakota,Brookings County,27.4
South Dakota,Brown County,32.2
South Dakota,Brule County,34.4
South Dakota,Buffalo County,42
South Dakota,Butte County,31.3
South Dakota,Campbell County,30.9
South Dakota,Charles Mix County,33.6
South Dakota,Clark County,30.6
South Dakota,Clay County,31.1
South Dakota,Codington County,31.2
South Dakota,Corson County,40.9
South Dakota,Custer County,29.7
South Dakota,Davison County,34.3
South Dakota,Day County,30.8
South Dakota,Deuel County,33.3
South Dakota,Dewey County,39.9
South Dakota,Douglas County,29.8
South Dakota,Edmunds County,29.1
South Dakota,Fall River County,31.7
South Dakota,Faulk County,29.3
South Dakota,Grant County,30.6
South Dakota,Gregory County,32.2
South Dakota,Haakon County,30.1
South Dakota,Hamlin County,30.8
South Dakota,Hand County,29.9
South Dakota,Hanson County,28.9
South Dakota,Harding County,32.4
South Dakota,Hughes County,28.3
South Dakota,Hutchinson County,31
South Dakota,Hyde County,30.5
South Dakota,Jackson County,34.8
South Dakota,Jerauld County,27.8
South Dakota,Jones County,29.3
South Dakota,Kingsbury County,33.8
South Dakota,Lake County,31.3
South Dakota,Lawrence County,25.7
South Dakota,Lincoln County,28.7
South Dakota,Lyman County,33.5
South Dakota,McCook County,28.5
South Dakota,McPherson County,27.3
South Dakota,Marshall County,32.2
South Dakota,Meade County,27
South Dakota,Mellette County,32.4
South Dakota,Miner County,31.4
South Dakota,Minnehaha County,27.8
South Dakota,Moody County,32.9
South Dakota,Pennington County,27.3
South Dakota,Perkins County,32.8
South Dakota,Potter County,29.2
South Dakota,Roberts County,32
South Dakota,Sanborn County,29.7
South Dakota,Shannon County,42.9
South Dakota,Spink County,31.4
South Dakota,Stanley County,33.4
South Dakota,Sully County,33.1
South Dakota,Todd County,38
South Dakota,Tripp County,30.7
South Dakota,Turner County,32.9
South Dakota,Union County,30.4
South Dakota,Walworth County,28.4
South Dakota,Yankton County,30
South Dakota,Ziebach County,42
Tennessee,Anderson County,31.7
Tennessee,Bedford County,32.1
Tennessee,Benton County,32.4
Tennessee,Bledsoe County,32.7
Tennessee,Blount County,34
Tennessee,Bradley County,34.9
Tennessee,Campbell County,32.5
Tennessee,Cannon County,33.3
Tennessee,Carroll County,32.4
Tennessee,Carter County,31.8
Tennessee,Cheatham County,33.8
Tennessee,Chester County,32
Tennessee,Claiborne County,30.8
Tennessee,Clay County,31.3
Tennessee,Cocke County,34.4
Tennessee,Coffee County,35.9
Tennessee,Crockett County,33
Tennessee,Cumberland County,29.2
Tennessee,Davidson County,30.9
Tennessee,Decatur County,36.3
Tennessee,DeKalb County,31.8
Tennessee,Dickson County,35.9
Tennessee,Dyer County,37.2
Tennessee,Fayette County,31.1
Tennessee,Fentress County,35.5
Tennessee,Franklin County,30.9
Tennessee,Gibson County,32.3
Tennessee,Giles County,32.1
Tennessee,Grainger County,35
Tennessee,Greene County,29.8
Tennessee,Grundy County,31.3
Tennessee,Hamblen County,30.8
Tennessee,Hamilton County,30.2
Tennessee,Hancock County,30.6
Tennessee,Hardeman County,37.8
Tennessee,Hardin County,31.9
Tennessee,Hawkins County,32.9
Tennessee,Haywood County,38.4
Tennessee,Henderson County,34.8
Tennessee,Henry County,33.7
Tennessee,Hickman County,32.1
Tennessee,Houston County,33.2
Tennessee,Humphreys County,35.6
Tennessee,Jackson County,34.7
Tennessee,Jefferson County,34.2
Tennessee,Johnson County,29.2
Tennessee,Knox County,29.7
Tennessee,Lake County,37.5
Tennessee,Lauderdale County,38.3
Tennessee,Lawrence County,34
Tennessee,Lewis County,34.3
Tennessee,Lincoln County,32.1
Tennessee,Loudon County,27.5
Tennessee,McMinn County,33.7
Tennessee,McNairy County,38.6
Tennessee,Macon County,34.2
Tennessee,Madison County,34.3
Tennessee,Marion County,32.9
Tennessee,Marshall County,31.3
Tennessee,Maury County,33.6
Tennessee,Meigs County,27.9
Tennessee,Monroe County,35.5
Tennessee,Montgomery County,29
Tennessee,Moore County,32
Tennessee,Morgan County,30.3
Tennessee,Obion County,33.6
Tennessee,Overton County,33
Tennessee,Perry County,31.4
Tennessee,Pickett County,33.1
Tennessee,Polk County,34.9
Tennessee,Putnam County,32.6
Tennessee,Rhea County,30.4
Tennessee,Roane County,34.1
Tennessee,Robertson County,35.6
Tennessee,Rutherford County,33
Tennessee,Scott County,28.9
Tennessee,Sequatchie County,28.3
Tennessee,Sevier County,30.6
Tennessee,Shelby County,32.6
Tennessee,Smith County,36.8
Tennessee,Stewart County,31.4
Tennessee,Sullivan County,30.1
Tennessee,Sumner County,29.7
Tennessee,Tipton County,35.4
Tennessee,Trousdale County,32.9
Tennessee,Unicoi County,33.4
Tennessee,Union County,31
Tennessee,Van Buren County,32.1
Tennessee,Warren County,31.4
Tennessee,Washington County,32.2
Tennessee,Wayne County,32.7
Tennessee,Weakley County,30.9
Tennessee,White County,31.2
Tennessee,Williamson County,25.9
Tennessee,Wilson County,31.7
Texas,Anderson County,31.6
Texas,Andrews County,28.1
Texas,Angelina County,37.5
Texas,Aransas County,26.9
Texas,Archer County,27.1
Texas,Armstrong County,27.2
Texas,Atascosa County,27.9
Texas,Austin County,27
Texas,Bailey County,26.7
Texas,Bandera County,27.1
Texas,Bastrop County,33.1
Texas,Baylor County,28.1
Texas,Bee County,29.3
Texas,Bell County,29
Texas,Bexar County,27.3
Texas,Blanco County,28.7
Texas,Borden County,27.3
Texas,Bosque County,27.8
Texas,Bowie County,32.4
Texas,Brazoria County,31.2
Texas,Brazos County,28.4
Texas,Brewster County,27.7
Texas,Briscoe County,26.4
Texas,Brooks County,27.2
Texas,Brown County,25.2
Texas,Burleson County,29.8
Texas,Burnet County,30
Texas,Caldwell County,26.4
Texas,Calhoun County,29.1
Texas,Callahan County,28.4
Texas,Cameron County,33.2
Texas,Camp County,31.8
Texas,Carson County,28.4
Texas,Cass County,31.3
Texas,Castro County,28.1
Texas,Chambers County,28.6
Texas,Cherokee County,30.1
Texas,Childress County,27
Texas,Clay County,29.4
Texas,Cochran County,26.9
Texas,Coke County,28.1
Texas,Coleman County,28.1
Texas,Collin County,24.6
Texas,Collingsworth County,28
Texas,Colorado County,28.5
Texas,Comal County,26.7
Texas,Comanche County,28.3
Texas,Concho County,27.5
Texas,Cooke County,29.2
Texas,Coryell County,30.3
Texas,Cottle County,27.4
Texas,Crane County,29.3
Texas,Crockett County,27.9
Texas,Crosby County,27.8
Texas,Culberson County,27.6
Texas,Dallam County,31.5
Texas,Dallas County,27.6
Texas,Dawson County,29.9
Texas,Deaf Smith County,29.4
Texas,Delta County,28
Texas,Denton County,22.1
Texas,DeWitt County,30.6
Texas,Dickens County,26.6
Texas,Dimmit County,29.9
Texas,Donley County,27.6
Texas,Duval County,27.8
Texas,Eastland County,28.2
Texas,Ector County,31.6
Texas,Edwards County,27.1
Texas,Ellis County,29.8
Texas,El Paso County,28.4
Texas,Erath County,28.2
Texas,Falls County,29.8
Texas,Fannin County,28.4
Texas,Fayette County,27.1
Texas,Fisher County,26.7
Texas,Floyd County,26.8
Texas,Foard County,26.3
Texas,Fort Bend County,23.9
Texas,Franklin County,26.9
Texas,Freestone County,28.5
Texas,Frio County,27.5
Texas,Gaines County,30.6
Texas,Galveston County,27.6
Texas,Garza County,27.5
Texas,Gillespie County,26.8
Texas,Glasscock County,26.8
Texas,Goliad County,29.2
Texas,Gonzales County,29.5
Texas,Gray County,28.4
Texas,Grayson County,28.9
Texas,Gregg County,35.3
Texas,Grimes County,29.1
Texas,Guadalupe County,30.9
Texas,Hale County,30.6
Texas,Hall County,29.1
Texas,Hamilton County,30
Texas,Hansford County,28.1
Texas,Hardeman County,28.5
Texas,Hardin County,32.1
Texas,Harris County,27.2
Texas,Harrison County,33.3
Texas,Hartley County,27.3
Texas,Haskell County,27.3
Texas,Hays County,23.8
Texas,Hemphill County,26.8
Texas,Henderson County,30.2
Texas,Hidalgo County,34.4
Texas,Hill County,28.7
Texas,Hockley County,30.7
Texas,Hood County,26.5
Texas,Hopkins County,30.5
Texas,Houston County,28.3
Texas,Howard County,31.1
Texas,Hudspeth County,26.3
Texas,Hunt County,27
Texas,Hutchinson County,31.1
Texas,Irion County,27.9
Texas,Jack County,26.9
Texas,Jackson County,32.2
Texas,Jasper County,29.1
Texas,Jeff Davis County,26.2
Texas,Jefferson County,33.2
Texas,Jim Hogg County,27.3
Texas,Jim Wells County,28.5
Texas,Johnson County,30.2
Texas,Jones County,27.4
Texas,Karnes County,29.2
Texas,Kaufman County,27.2
Texas,Kendall County,27.3
Texas,Kenedy County,26.4
Texas,Kent County,26.4
Texas,Kerr County,26.7
Texas,Kimble County,28.4
Texas,King County,27.5
Texas,Kinney County,26.7
Texas,Kleberg County,28
Texas,Knox County,26.6
Texas,Lamar County,32.7
Texas,Lamb County,31
Texas,Lampasas County,28.2
Texas,La Salle County,26.6
Texas,Lavaca County,32
Texas,Lee County,28.1
Texas,Leon County,29.5
Texas,Liberty County,27.6
Texas,Limestone County,33.9
Texas,Lipscomb County,27.2
Texas,Live Oak County,27.6
Texas,Llano County,27
Texas,Loving County,29
Texas,Lubbock County,27.7
Texas,Lynn County,28.4
Texas,McCulloch County,28.5
Texas,McLennan County,28.6
Texas,McMullen County,32.2
Texas,Madison County,28.8
Texas,Marion County,31.3
Texas,Martin County,27.1
Texas,Mason County,26.2
Texas,Matagorda County,31.9
Texas,Maverick County,29.4
Texas,Medina County,32.2
Texas,Menard County,27.3
Texas,Midland County,30.9
Texas,Milam County,29.7
Texas,Mills County,26.1
Texas,Mitchell County,26.6
Texas,Montague County,25.9
Texas,Montgomery County,24.5
Texas,Moore County,29.9
Texas,Morris County,30
Texas,Motley County,26.8
Texas,Nacogdoches County,32.2
Texas,Navarro County,28.4
Texas,Newton County,28
Texas,Nolan County,29
Texas,Nueces County,33.6
Texas,Ochiltree County,28.7
Texas,Oldham County,29.3
Texas,Orange County,29.5
Texas,Palo Pinto County,29.4
Texas,Panola County,30.7
Texas,Parker County,29
Texas,Parmer County,29.4
Texas,Pecos County,28.6
Texas,Polk County,29.4
Texas,Potter County,31
Texas,Presidio County,26.1
Texas,Rains County,29.7
Texas,Randall County,26.6
Texas,Reagan County,27.7
Texas,Real County,27.6
Texas,Red River County,30.7
Texas,Reeves County,28.3
Texas,Refugio County,28.4
Texas,Roberts County,26.6
Texas,Robertson County,29.8
Texas,Rockwall County,25.3
Texas,Runnels County,26.8
Texas,Rusk County,30.8
Texas,Sabine County,27.8
Texas,San Augustine County,32.3
Texas,San Jacinto County,28.1
Texas,San Patricio County,33
Texas,San Saba County,27.4
Texas,Schleicher County,27.5
Texas,Scurry County,26.2
Texas,Shackelford County,28.3
Texas,Shelby County,31.2
Texas,Sherman County,27.5
Texas,Smith County,29.6
Texas,Somervell County,27.6
Texas,Starr County,29.6
Texas,Stephens County,27
Texas,Sterling County,27.4
Texas,Stonewall County,27
Texas,Sutton County,26.6
Texas,Swisher County,27.7
Texas,Tarrant County,29.1
Texas,Taylor County,30.8
Texas,Terrell County,26.8
Texas,Terry County,29.2
Texas,Throckmorton County,26.8
Texas,Titus County,30.9
Texas,Tom Green County,27.6
Texas,Travis County,20.3
Texas,Trinity County,27.4
Texas,Tyler County,31
Texas,Upshur County,29.6
Texas,Upton County,26.9
Texas,Uvalde County,30
Texas,Val Verde County,30
Texas,Van Zandt County,30.2
Texas,Victoria County,34.3
Texas,Walker County,29.7
Texas,Waller County,33.6
Texas,Ward County,28.5
Texas,Washington County,29.6
Texas,Webb County,31.3
Texas,Wharton County,31.9
Texas,Wheeler County,27.8
Texas,Wichita County,31.1
Texas,Wilbarger County,28
Texas,Willacy County,27.6
Texas,Williamson County,31.1
Texas,Wilson County,31.4
Texas,Winkler County,27.7
Texas,Wise County,30.9
Texas,Wood County,30.1
Texas,Yoakum County,26.7
Texas,Young County,27.1
Texas,Zapata County,26.3
Texas,Zavala County,27.4
Utah,Beaver County,25.7
Utah,Box Elder County,33.5
Utah,Cache County,21.8
Utah,Carbon County,26.6
Utah,Daggett County,26.1
Utah,Davis County,25
Utah,Duchesne County,27.6
Utah,Emery County,25.8
Utah,Garfield County,32.5
Utah,Grand County,22.3
Utah,Iron County,23.3
Utah,Juab County,28
Utah,Kane County,26.1
Utah,Millard County,31.3
Utah,Morgan County,22
Utah,Piute County,26.1
Utah,Rich County,26.4
Utah,Salt Lake County,25.4
Utah,San Juan County,26.7
Utah,Sanpete County,25.4
Utah,Sevier County,29.9
Utah,Summit County,14.4
Utah,Tooele County,31.7
Utah,Uintah County,27.6
Utah,Utah County,24.4
Utah,Wasatch County,23
Utah,Washington County,23.7
Utah,Wayne County,22.8
Utah,Weber County,28.4
Vermont,Addison County,23
Vermont,Bennington County,24.1
Vermont,Caledonia County,28.3
Vermont,Chittenden County,19.8
Vermont,Essex County,29.8
Vermont,Franklin County,27.5
Vermont,Grand Isle County,26.8
Vermont,Lamoille County,25.2
Vermont,Orange County,26.6
Vermont,Orleans County,28.5
Vermont,Rutland County,29.5
Vermont,Washington County,23
Vermont,Windham County,23.4
Vermont,Windsor County,24
Virginia,Accomack County,34.7
Virginia,Albemarle County,22.6
Virginia,Alleghany County,33
Virginia,Amelia County,29
Virginia,Amherst County,29.4
Virginia,Appomattox County,29.3
Virginia,Arlington County,16.1
Virginia,Augusta County,34
Virginia,Bath County,28.7
Virginia,Bedford County,33.1
Virginia,Bland County,30.9
Virginia,Botetourt County,25.6
Virginia,Brunswick County,35.9
Virginia,Buchanan County,31.8
Virginia,Buckingham County,33.5
Virginia,Campbell County,31.5
Virginia,Caroline County,29.6
Virginia,Carroll County,29.1
Virginia,Charles City County,35.2
Virginia,Charlotte County,33.5
Virginia,Chesterfield County,26
Virginia,Clarke County,26.8
Virginia,Craig County,27.8
Virginia,Culpeper County,31.8
Virginia,Cumberland County,32.1
Virginia,Dickenson County,35.1
Virginia,Dinwiddie County,32.7
Virginia,Essex County,32.7
Virginia,Fairfax County,20.3
Virginia,Fauquier County,25.5
Virginia,Floyd County,26.5
Virginia,Fluvanna County,27.6
Virginia,Franklin County,28.4
Virginia,Frederick County,31.7
Virginia,Giles County,30.3
Virginia,Gloucester County,34.5
Virginia,Goochland County,28.4
Virginia,Grayson County,30.3
Virginia,Greene County,27.9
Virginia,Greensville County,32.7
Virginia,Halifax County,32.4
Virginia,Hanover County,27.4
Virginia,Henrico County,27.5
Virginia,Henry County,32.3
Virginia,Highland County,26.3
Virginia,Isle of Wight County,29.3
Virginia,James City County,25.2
Virginia,King and Queen County,30.1
Virginia,King George County,28.3
Virginia,King William County,26.3
Virginia,Lancaster County,29.8
Virginia,Lee County,29.4
Virginia,Loudoun County,21.6
Virginia,Louisa County,32.4
Virginia,Lunenburg County,27.5
Virginia,Madison County,29.1
Virginia,Mathews County,27.8
Virginia,Mecklenburg County,30.9
Virginia,Middlesex County,26.2
Virginia,Montgomery County,24.2
Virginia,Nelson County,29.7
Virginia,New Kent County,28.2
Virginia,Northampton County,36.1
Virginia,Northumberland County,26.3
Virginia,Nottoway County,34
Virginia,Orange County,28.3
Virginia,Page County,28.3
Virginia,Patrick County,30.9
Virginia,Pittsylvania County,32
Virginia,Powhatan County,30
Virginia,Prince Edward County,32.1
Virginia,Prince George County,33.2
Virginia,Prince William County,25.5
Virginia,Pulaski County,33
Virginia,Rappahannock County,27.2
Virginia,Richmond County,29.9
Virginia,Roanoke County,26.6
Virginia,Rockbridge County,24.8
Virginia,Rockingham County,26.4
Virginia,Russell County,28.9
Virginia,Scott County,31.2
Virginia,Shenandoah County,26.6
Virginia,Smyth County,29.6
Virginia,Southampton County,31.1
Virginia,Spotsylvania County,32.7
Virginia,Stafford County,29.6
Virginia,Surry County,35.3
Virginia,Sussex County,35.9
Virginia,Tazewell County,30.3
Virginia,Warren County,29.2
Virginia,Washington County,30
Virginia,Westmoreland County,30.7
Virginia,Wise County,30.8
Virginia,Wythe County,31.3
Virginia,York County,26.1
Virginia,Alexandria city,20.1
Virginia,Bedford city,No Data
Virginia,Bristol city,27.3
Virginia,Buena Vista city,25.9
Virginia,Charlottesville city,25.9
Virginia,Chesapeake city,32.3
Virginia,Colonial Heights city,26.8
Virginia,Covington city,26.4
Virginia,Danville city,34.1
Virginia,Emporia city,29.7
Virginia,Fairfax city,21.8
Virginia,Falls Church city,27.5
Virginia,Franklin city,34.4
Virginia,Fredericksburg city,28.8
Virginia,Galax city,26
Virginia,Hampton city,34.8
Virginia,Harrisonburg city,24.8
Virginia,Hopewell city,31.8
Virginia,Lexington city,26
Virginia,Lynchburg city,27.1
Virginia,Manassas city,28.7
Virginia,Manassas Park city,28.3
Virginia,Martinsville city,33.5
Virginia,Newport News city,32.3
Virginia,Norfolk city,30.1
Virginia,Norton city,26.2
Virginia,Petersburg city,41.4
Virginia,Poquoson city,24.7
Virginia,Portsmouth city,37.2
Virginia,Radford city,29.6
Virginia,Richmond city,30
Virginia,Roanoke city,31.9
Virginia,Salem city,25.2
Virginia,Staunton city,27.1
Virginia,Suffolk city,31.9
Virginia,Virginia Beach city,27.9
Virginia,Waynesboro city,29.7
Virginia,Williamsburg city,26
Virginia,Winchester city,26.7
Washington,Adams County,34.4
Washington,Asotin County,33.4
Washington,Benton County,31.5
Washington,Chelan County,26.7
Washington,Clallam County,26.3
Washington,Clark County,29.9
Washington,Columbia County,30
Washington,Cowlitz County,32.1
Washington,Douglas County,28.7
Washington,Ferry County,28.1
Washington,Franklin County,30.1
Washington,Garfield County,33.1
Washington,Grant County,34.3
Washington,Grays Harbor County,36.9
Washington,Island County,27.4
Washington,Jefferson County,24.5
Washington,King County,22.2
Washington,Kitsap County,29.6
Washington,Kittitas County,28.9
Washington,Klickitat County,27.5
Washington,Lewis County,32.8
Washington,Lincoln County,31.2
Washington,Mason County,30.5
Washington,Okanogan County,28
Washington,Pacific County,31.6
Washington,Pend Oreille County,28.8
Washington,Pierce County,30
Washington,San Juan County,20.7
Washington,Skagit County,26.4
Washington,Skamania County,28.1
Washington,Snohomish County,29.4
Washington,Spokane County,29.2
Washington,Stevens County,30.6
Washington,Thurston County,28.1
Washington,Wahkiakum County,31.4
Washington,Walla Walla County,28
Washington,Whatcom County,23.1
Washington,Whitman County,22.9
Washington,Yakima County,29.6
West Virginia,Barbour County,37.6
West Virginia,Berkeley County,34.3
West Virginia,Boone County,35.4
West Virginia,Braxton County,32.5
West Virginia,Brooke County,39
West Virginia,Cabell County,30.5
West Virginia,Calhoun County,32.7
West Virginia,Clay County,32.6
West Virginia,Doddridge County,35.7
West Virginia,Fayette County,35.6
West Virginia,Gilmer County,39
West Virginia,Grant County,38.9
West Virginia,Greenbrier County,34.2
West Virginia,Hampshire County,33.8
West Virginia,Hancock County,34.8
West Virginia,Hardy County,37
West Virginia,Harrison County,33.7
West Virginia,Jackson County,31.7
West Virginia,Jefferson County,33.2
West Virginia,Kanawha County,32.7
West Virginia,Lewis County,35.9
West Virginia,Lincoln County,39.9
West Virginia,Logan County,40.7
West Virginia,McDowell County,42.1
West Virginia,Marion County,32.6
West Virginia,Marshall County,35.2
West Virginia,Mason County,36.1
West Virginia,Mercer County,37.4
West Virginia,Mineral County,34.5
West Virginia,Mingo County,40.3
West Virginia,Monongalia County,28.8
West Virginia,Monroe County,30.9
West Virginia,Morgan County,32.6
West Virginia,Nicholas County,38.2
West Virginia,Ohio County,31.4
West Virginia,Pendleton County,36
West Virginia,Pleasants County,38.8
West Virginia,Pocahontas County,31.4
West Virginia,Preston County,35.9
West Virginia,Putnam County,34.6
West Virginia,Raleigh County,35.6
West Virginia,Randolph County,34.8
West Virginia,Ritchie County,35.7
West Virginia,Roane County,36.2
West Virginia,Summers County,36.1
West Virginia,Taylor County,37
West Virginia,Tucker County,37.8
West Virginia,Tyler County,32.6
West Virginia,Upshur County,38.2
West Virginia,Wayne County,37.7
West Virginia,Webster County,34.7
West Virginia,Wetzel County,33
West Virginia,Wirt County,36.9
West Virginia,Wood County,35.9
West Virginia,Wyoming County,38.8
Wisconsin,Adams County,34
Wisconsin,Ashland County,27.3
Wisconsin,Barron County,31.6
Wisconsin,Bayfield County,28.7
Wisconsin,Brown County,28.4
Wisconsin,Buffalo County,32
Wisconsin,Burnett County,28.7
Wisconsin,Calumet County,31.3
Wisconsin,Chippewa County,30.2
Wisconsin,Clark County,34.1
Wisconsin,Columbia County,34.7
Wisconsin,Crawford County,33.1
Wisconsin,Dane County,23.7
Wisconsin,Dodge County,31.7
Wisconsin,Door County,27.5
Wisconsin,Douglas County,32.2
Wisconsin,Dunn County,32.3
Wisconsin,Eau Claire County,29.2
Wisconsin,Florence County,32
Wisconsin,Fond du Lac County,30.1
Wisconsin,Forest County,34.7
Wisconsin,Grant County,31.9
Wisconsin,Green County,31.4
Wisconsin,Green Lake County,34.6
Wisconsin,Iowa County,31.8
Wisconsin,Iron County,29.1
Wisconsin,Jackson County,32.6
Wisconsin,Jefferson County,29.4
Wisconsin,Juneau County,35.8
Wisconsin,Kenosha County,32.9
Wisconsin,Kewaunee County,33.5
Wisconsin,La Crosse County,28.3
Wisconsin,Lafayette County,35.3
Wisconsin,Langlade County,29.9
Wisconsin,Lincoln County,32.8
Wisconsin,Manitowoc County,30.8
Wisconsin,Marathon County,29.5
Wisconsin,Marinette County,35.3
Wisconsin,Marquette County,34.9
Wisconsin,Menominee County,42.5
Wisconsin,Milwaukee County,32.9
Wisconsin,Monroe County,33
Wisconsin,Oconto County,30.4
Wisconsin,Oneida County,32.8
Wisconsin,Outagamie County,30.1
Wisconsin,Ozaukee County,27.1
Wisconsin,Pepin County,34.2
Wisconsin,Pierce County,30.3
Wisconsin,Polk County,30.3
Wisconsin,Portage County,33.4
Wisconsin,Price County,34
Wisconsin,Racine County,32.9
Wisconsin,Richland County,31.8
Wisconsin,Rock County,36.9
Wisconsin,Rusk County,31.7
Wisconsin,St. Croix County,26.2
Wisconsin,Sauk County,32.5
Wisconsin,Sawyer County,29.7
Wisconsin,Shawano County,33.8
Wisconsin,Sheboygan County,29.4
Wisconsin,Taylor County,34.4
Wisconsin,Trempealeau County,29.6
Wisconsin,Vernon County,32.8
Wisconsin,Vilas County,27.7
Wisconsin,Walworth County,25.1
Wisconsin,Washburn County,30.8
Wisconsin,Washington County,29.2
Wisconsin,Waukesha County,27.5
Wisconsin,Waupaca County,28.5
Wisconsin,Waushara County,32.9
Wisconsin,Winnebago County,31.9
Wisconsin,Wood County,32.3
Wyoming,Albany County,23.3
Wyoming,Big Horn County,28.9
Wyoming,Campbell County,34.3
Wyoming,Carbon County,28.2
Wyoming,Converse County,28.3
Wyoming,Crook County,25.9
Wyoming,Fremont County,28.3
Wyoming,Goshen County,29.9
Wyoming,Hot Springs County,27
Wyoming,Johnson County,21.1
Wyoming,Laramie County,29.7
Wyoming,Lincoln County,25.6
Wyoming,Natrona County,29.4
Wyoming,Niobrara County,25.5
Wyoming,Park County,25.5
Wyoming,Platte County,28
Wyoming,Sheridan County,23.3
Wyoming,Sublette County,23.5
Wyoming,Sweetwater County,31.7
Wyoming,Teton County,12.7
Wyoming,Uinta County,27.9
Wyoming,Washakie County,27.7
Wyoming,Weston County,29.2
